participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,objects_uid
P28,P28_05,continue chopping spring onions,00:04:13.75,00:04:25.71,15225,15942,chop,5,onion:spring,14,['onion:spring'],[14],"[342340,342341,342342,342343,342344,342910,342911,342912,342913,342914,342915,342916,342917,342918,342919,342920,342921,342922,342923,342924,342925,342926,342927,342928,343100,343101,343102,343103,343104,343105,343106,343107,343108,343109,343110,343111,343112,343113,343114,343115,343116,343117,343118,343119,343120,343121,343122]"
P28,P28_05,take chopping board,00:04:25.85,00:04:26.83,15951,16009,take,0,board:chopping,19,['board:chopping'],[19],"[342345,342346,342929,342930,343057,343123,343124,343205,343206]"
P28,P28_05,put spring onions in tray,00:04:28.42,00:04:30.96,16105,16257,put,1,onion:spring,14,['onion:spring'],[14],"[342350,342351,342934,342935,342936,342937,342938,343061,343062,343063,343064,343065,343128,343129,343130,343131,343132,343210,343211,343212,343213,343214]"
P28,P28_05,put down chopping board,00:04:32.59,00:04:33.34,16355,16400,put-down,1,board:chopping,19,['board:chopping'],[19],[342356]
P28,P28_05,chop onion,00:04:41.29,00:04:53.58,16877,17614,chop,5,onion,13,['onion'],[13],"[342699,342700,342701,342702,342703,342704,342705,342706,342707,342708,342709,342710,342711,342712,342713,342714,342715,342716,342717,342718,342719,342720,342721,342722,342723]"
P28,P28_05,continue chopping onion,00:05:36.03,00:05:40.61,20161,20436,chop,5,onion,13,['onion'],[13],"[342731,342732,342733,342734,342735,342736,342737,342738,342739,342740]"
P28,P28_05,continue chopping onion,00:05:46.83,00:05:48.06,20809,20883,chop,5,onion,13,['onion'],[13],"[342748,342749,342750]"
P28,P28_05,continue chopping onion,00:05:54.04,00:07:10.60,21242,25836,chop,5,onion,13,['onion'],[13],"[342360,342361,342673,342674,342675,342676,342677,342753,342754,342755,342756,342757,342758,342759,342760,342761,342762,342763,342764,342765,342766,342767,342768,342769,342770,342771,342772,342773,342774,342775,342776,342777,342778,342779,342780,342781,342782,342783,342784,342785,342786,342787,342788,342789,342790,342791,342792,342793,342794,342795,342796,342797,342798,342799,342800,342801,342802,342803,342804,342805,342806,342807,342808,342809,342810,342811,342812,342813,342814,342815,342816,342817,342818,342819,342820,342821,342822,342823,342824,342825,342826,342827,342828,342829,342830,342831,342832,342833,342834,342835,342836,342837,342838,342839,342840,342841,342842,342843,342844,342845,342846,342847,342848,342849,342850,342851,342852,342853,342854,342855,342856,342857,342858,342859,342860,342861]"
P28,P28_05,continue chopping pepper,00:07:05.63,00:07:06.40,25537,25584,chop,5,pepper,46,['pepper'],[46],[342852]
P28,P28_05,continue chopping pepper,00:07:07.18,00:07:07.92,25630,25675,chop,5,pepper,46,['pepper'],[46],[342855]
P28,P28_05,continue chopping pepper,00:07:07.70,00:07:08.27,25662,25696,chop,5,pepper,46,['pepper'],[46],[342856]
P28,P28_05,continue chopping pepper,00:07:08.75,00:07:09.44,25725,25766,chop,5,pepper,46,['pepper'],[46],"[342674,342858]"
P28,P28_05,continue chopping pepper,00:07:09.54,00:07:10.65,25772,25839,chop,5,pepper,46,['pepper'],[46],"[342360,342361,342676,342677,342860,342861]"
P28,P28_05,put down knife,00:07:11.33,00:07:12.42,25879,25945,put-down,1,knife,5,['knife'],[5],"[342363,342364,342679,342680,342863,342864,343218]"
P28,P28_05,put down knife,00:07:12.34,00:07:12.93,25940,25975,put-down,1,knife,5,['knife'],[5],"[342365,342681,342865,343219]"
P28,P28_05,take chopping board,00:07:12.67,00:07:13.41,25960,26004,take,0,board:chopping,19,['board:chopping'],[19],"[342366,342682,342866,343220]"
P28,P28_05,take chopping board,00:07:13.03,00:07:15.77,25981,26146,take,0,board:chopping,19,['board:chopping'],[19],"[342366,342367,342368,342369,342370,342371,342682,342683,342866,342867,342868,342869,342870,342871,342962,342963,342964,342965,342966,343220,343221,343222,343223,343224,343225]"
P28,P28_05,put onion in tray,00:07:14.76,00:07:18.51,26085,26310,put,1,onion,13,['onion'],[13],"[342370,342371,342372,342373,342374,342375,342870,342871,342872,342873,342874,342875,342876,342965,342966,342967,342968,342969,342970,342971,343224,343225,343226,343227,343228,343229,343230]"
P28,P28_05,put pepper in tray,00:07:15.57,00:07:17.05,26134,26223,put,1,pepper,46,['pepper'],[46],"[342372,342373,342872,342873,342874,342967,342968,342969,343226,343227,343228]"
P28,P28_05,put down chopping board,00:07:20.40,00:07:20.97,26424,26458,put-down,1,board:chopping,19,['board:chopping'],[19],"[342232,342380,342976]"
P28,P28_05,put down chopping board,00:07:20.66,00:07:21.36,26439,26481,put-down,1,board:chopping,19,['board:chopping'],[19],"[342233,342381,342977]"
P28,P28_05,take carrot,00:07:20.96,00:07:21.66,26457,26499,take,0,carrot,40,['carrot'],[40],"[342233,342234,342381,342382,342977,342978]"
P28,P28_05,take pepper,00:07:21.10,00:07:21.71,26466,26502,take,0,pepper,46,['pepper'],[46],"[342234,342382,342978]"
P28,P28_05,put down pepper,00:07:21.81,00:07:22.62,26508,26557,put-down,1,pepper,46,['pepper'],[46],"[342235,342236,342383,342979,342980]"
P28,P28_05,chop pepper,00:07:22.72,00:07:23.72,26563,26623,chop,5,pepper,46,['pepper'],[46],"[342981,342982]"
P28,P28_05,put down carrot,00:08:08.50,00:08:10.09,29310,29405,put-down,1,carrot,40,['carrot'],[40],"[342242,342243,342244,342245]"
P28,P28_05,cut carrot,00:08:09.72,00:08:11.44,29383,29486,cut,5,carrot,40,['carrot'],[40],"[342245,342246,342247]"
P28,P28_05,continue cutting carrot,00:08:12.96,00:08:14.52,29577,29671,cut,5,carrot,40,['carrot'],[40],"[342251,342252,342253,342254]"
P28,P28_05,continue cutting carrot,00:08:14.62,00:08:17.87,29677,29872,cut,5,carrot,40,['carrot'],[40],"[342255,342256,342257,342258,342259,342260]"
P28,P28_05,continue cutting carrot,00:08:20.39,00:08:21.73,30023,30103,cut,5,carrot,40,['carrot'],[40],"[342266,342267,342268]"
P28,P28_05,continue cutting carrot,00:08:24.01,00:08:29.64,30240,30578,cut,5,carrot,40,['carrot'],[40],"[342273,342274,342275,342276,342277,342278,342279,342280,342281,342282,342283,342284,342384,342385,342386,342387,342388,342684,342685,342686,342687,342688,342689,342690,343234]"
P28,P28_05,put down knife,00:08:29.42,00:08:30.42,30565,30625,put-down,1,knife,5,['knife'],[5],"[342284,342285,342388,342389,342690,342691,343234,343235]"
P28,P28_05,take chopping board,00:08:30.46,00:08:31.33,30627,30679,take,0,board:chopping,19,['board:chopping'],[19],"[342286,342287,342390,342391,342692,342693,343236,343237]"
P28,P28_05,put carrot in tray,00:08:32.37,00:08:34.82,30742,30889,put,1,carrot,40,['carrot'],[40],"[342290,342291,342292,342293,342294,342394,342395,342396,342397,342398,343240,343241,343242,343243,343244]"
P28,P28_05,put down chopping board,00:08:35.41,00:08:37.06,30924,31023,put-down,1,board:chopping,19,['board:chopping'],[19],"[342296,342400,342401,342402,342403,343246]"
P28,P28_06,take knife,00:00:00.71,00:00:01.81,42,108,take,0,knife,5,['knife'],[5],"[343640,343641,344529,344530]"
P28,P28_06,turn on tap,00:00:01.89,00:00:03.95,113,237,turn-on,12,tap,3,['tap'],[3],"[343642,343643,343644,343645,344531,344532,344533,344534]"
P28,P28_06,rinse knife,00:00:03.37,00:00:06.16,202,369,rinse,4,knife,5,['knife'],[5],"[343279,343280,343281,343282,343645,343646,343647,343648,343649,343650,344534,344535,344536,344537]"
P28,P28_06,take chopping board,00:00:06.65,00:00:07.67,399,460,take,0,board:chopping,19,['board:chopping'],[19],"[343284,343285,343652,343653]"
P28,P28_06,rinse chopping board,00:00:08.09,00:00:12.69,485,761,rinse,4,board:chopping,19,['board:chopping'],[19],"[343287,343288,343289,343290,343291,343292,343293,343294,343295,344538,344539,344540,344541]"
P28,P28_06,turn off tap,00:00:12.52,00:00:15.35,751,921,turn-off,15,tap,3,['tap'],[3],"[343295,343296,343297,343298,343299,344541,344542,344543,344544,344545,344546]"
P28,P28_06,put down chopping board and knife,00:00:17.20,00:00:19.93,1032,1195,put-down,1,board:chopping,19,"['board:chopping', 'knife']","[19, 5]","[343304,343305,343306,343307,343308,343658,343659,343660,343661,343662]"
P28,P28_06,open fridge,00:00:22.04,00:00:23.79,1322,1427,open,2,fridge,10,['fridge'],[10],"[343568,343569,343570]"
P28,P28_06,take parsley package,00:00:28.21,00:00:29.57,1692,1774,take,0,package:parsley,77,['package:parsley'],[77],"[343575,343576,343577,343873,343874,343875,344276,344277,344278]"
P28,P28_06,close fridge,00:00:29.67,00:00:31.09,1780,1865,close,3,fridge,10,['fridge'],[10],"[343578,343579,343580,343876,343877,343878,344279,344280,344281]"
P28,P28_06,read parsley package,00:00:34.00,00:00:39.33,2040,2359,read,50,package:parsley,77,['package:parsley'],[77],"[343884,343885,343886,343887,343888,343889,343890,343891,343892,343893,343894,344287,344288,344289,344290,344291,344292,344293,344294,344295,344296,344297]"
P28,P28_06,open parsley package,00:00:39.26,00:00:44.05,2355,2643,open,2,package:parsley,77,['package:parsley'],[77],"[343895,343896,343897,343898,343899,343900,343901,343902,343903,343904,344298,344299,344300,344301,344302,344303,344304,344305,344306,344307,344464,344465,344466,344467,344468]"
P28,P28_06,take scissors,00:00:44.27,00:00:45.48,2656,2728,take,0,scissors,76,['scissors'],[76],"[343905,343906,344308,344309,344469,344470]"
P28,P28_06,cut parsley package,00:00:45.57,00:00:51.57,2734,3094,cut,5,package:parsley,77,['package:parsley'],[77],"[343908,343909,343910,343911,343912,343913,343914,343915,343916,343917,343918,343919,344311,344312,344313,344314,344315,344316,344317,344318,344319,344320,344472,344473,344474,344475,344476,344477]"
P28,P28_06,put down scissors,00:00:51.67,00:00:53.42,3100,3205,put-down,1,scissors,76,['scissors'],[76],"[343920,343921,343922,344478,344479,344480]"
P28,P28_06,open parsley package,00:00:53.75,00:00:56.75,3225,3405,open,2,package:parsley,77,['package:parsley'],[77],"[343924,343925,343926,343927,343928,343929,344482,344483]"
P28,P28_06,take parsley out of package,00:00:57.11,00:01:01.47,3426,3688,take,0,package,77,['package'],[77],"[343931,343932,343933,343934,343935,343936,343937,343938]"
P28,P28_06,put down parsley,00:01:01.16,00:01:07.00,3669,4020,put-down,1,parsley,178,['parsley'],[178],"[343939,343940,343941]"
P28,P28_06,throw package,00:01:10.41,00:01:12.36,4224,4341,throw,8,package,77,['package'],[77],"[343947,343948,343949,343950]"
P28,P28_06,open cupboard,00:01:15.30,00:01:16.22,4518,4573,open,2,cupboard,8,['cupboard'],[8],"[343353,343354,343426,343427,343483,343484]"
P28,P28_06,take out food container,00:01:16.45,00:01:20.65,4587,4839,take-out,10,container:food,29,['container:food'],[29],"[343355,343356,343357,343358,343359,343360,343361,343362,343363,343428,343429,343430,343485,343486,343487,343488,343489,343490,343491,343492,343493]"
P28,P28_06,pick up something from the floor,00:01:21.83,00:01:23.67,4909,5020,pick-up,0,container:food,29,['container:food'],"[29, 139]","[343366,343496]"
P28,P28_06,put down food container,00:01:27.72,00:01:28.49,5263,5309,put-down,1,container:food,29,['container:food'],[29],"[343370,343501,343704]"
P28,P28_06,put down lid,00:01:28.40,00:01:29.40,5304,5364,put-down,1,lid,11,['lid'],[11],"[343371,343372,343502,343503,343705,343706,344030]"
P28,P28_06,take parsley,00:01:30.63,00:01:31.77,5437,5506,take,0,parsley,178,['parsley'],[178],"[344034,344035,344552,344553]"
P28,P28_06,turn on tap,00:01:32.24,00:01:32.89,5534,5573,turn-on,12,tap,3,['tap'],[3],"[344037,344555]"
P28,P28_06,rinse parsley,00:01:32.99,00:01:41.79,5579,6107,rinse,4,parsley,178,['parsley'],[178],"[344038,344039,344040,344041,344042,344043,344044,344045,344046,344047,344048,344049,344050,344051,344052,344053,344054,344055,344556,344557,344558,344559,344560,344561,344562,344563]"
P28,P28_06,turn off tap,00:01:42.01,00:01:42.69,6120,6161,turn-off,15,tap,3,['tap'],[3],"[344056,344057,344564,344565]"
P28,P28_06,strain parsley,00:01:43.50,00:01:46.16,6210,6369,strain,48,parsley,178,['parsley'],[178],"[344059,344060,344061,344062,344063,344064,344567,344568]"
P28,P28_06,put down parsley,00:01:46.86,00:01:47.82,6411,6469,put-down,1,parsley,178,['parsley'],[178],"[344066,344067]"
P28,P28_06,chop parsley,00:01:59.60,00:02:54.86,7176,10491,chop,5,parsley,178,['parsley'],[178],"[343669,343670,343671,343672,343673,343674,343675,343676,343677,343678,344071,344072,344073,344074,344075,344076,344077,344078,344079,344080,344081,344082,344083,344084,344085,344086,344087,344088,344089,344090,344091,344092,344093,344094,344095,344096,344097,344098,344099,344100,344101,344102,344103,344104,344105,344106,344107,344108,344109,344110,344111,344112,344113,344114,344115,344116,344117,344118,344119,344120,344121,344122,344123,344124,344125,344126,344127,344128,344129,344130,344131,344132,344133,344134,344135,344136]"
P28,P28_06,take knife,00:02:00.88,00:02:03.57,7252,7414,take,0,knife,5,['knife'],[5],"[343671,343672,343673,343674,343675,343676]"
P28,P28_06,continue chopping parsley,00:02:01.62,00:02:02.53,7297,7351,chop,5,parsley,178,['parsley'],[178],"[343673,343674]"
P28,P28_06,continue chopping parsley,00:02:02.97,00:02:04.13,7378,7447,chop,5,parsley,178,['parsley'],[178],"[343675,343676,343677]"
P28,P28_06,continue chopping parsley,00:02:59.09,00:03:05.29,10745,11117,chop,5,parsley,178,['parsley'],[178],"[343679,343680,343681,343682,343683,343684,343685,344146,344147,344148,344149,344150,344151,344152,344153,344154,344155,344156,344157]"
P28,P28_06,clean knife,00:03:04.57,00:03:08.72,11074,11323,clean,4,knife,5,['knife'],[5],"[343685,343686,343687,343688,343689,343690,343691,343692,344157,344158,344159,344160]"
P28,P28_06,put down knife,00:03:09.65,00:03:10.82,11379,11449,put-down,1,knife,5,['knife'],[5],"[343695,343696]"
P28,P28_06,clean hands,00:03:11.10,00:03:18.58,11466,11914,clean,4,hand,12,['hand'],[12],"[343312,343313,343314,343315,343316,343698,343699]"
P28,P28_06,take chopping board,00:03:18.68,00:03:19.79,11920,11987,take,0,board:chopping,19,['board:chopping'],[19],"[343317,343318]"
P28,P28_06,put down chopping board,00:03:21.34,00:03:22.51,12080,12150,put-down,1,board:chopping,19,['board:chopping'],[19],"[343322,343323]"
P28,P28_06,distribute vegetables in tray,00:03:32.04,00:03:41.21,12722,13272,distribute,43,vegetable,90,['vegetable'],[90],"[344714,344715,344716,344717,344718,344719,344720,344721,344722,344723,344724,344725,344726,344727,344728,344729,344730,344731,345082,345083,345084,345085,345086,345087,345088,345089,345090,345091,345092,345093,345094,345095,345096,345097,345098,345099]"
P28,P28_06,continue distributing vegetables in tray,00:03:37.85,00:03:49.94,13071,13796,distribute,43,vegetable,90,['vegetable'],[90],"[344161,344162,344163,344164,344725,344726,344727,344728,344729,344730,344731,344732,344733,344734,344735,344736,344737,344738,344739,344740,344741,344742,344743,344744,344745,344746,344747,344748,345093,345094,345095,345096,345097,345098,345099,345100,345101,345102,345103,345104,345105,345106,345107,345108,345109,345110,345111,345112,345113,345114,345115,345116]"
P28,P28_06,take parsley,00:03:50.54,00:03:52.02,13832,13921,take,0,parsley,178,['parsley'],[178],"[344167,344168,344169,344751,344752,344753,345119]"
P28,P28_06,put parsley in tray,00:03:52.59,00:04:00.23,13955,14413,put,1,parsley,178,"['parsley', 'tray']","[178, 63]","[344171,344172,344173,344174,344175,344176,344177,344178,344179,344180,344181,344182,344183,344184,344185,344755,344756,344757,344758,344759,344760,344761,344762,344763,344764,344765,344766,344767,344768,344769]"
P28,P28_06,take parsley,00:04:02.01,00:04:03.21,14520,14592,take,0,parsley,178,['parsley'],[178],"[344189,344190,344191,344772,344773,344774]"
P28,P28_06,put parsley in tray,00:04:04.65,00:04:08.56,14679,14913,put,1,parsley,178,"['parsley', 'tray']","[178, 63]","[344195,344196,344197,344198,344199,344200,344201,344202,344778,344779,344780,344781,344782,344783,344784,344785]"
P28,P28_06,take parsley,00:04:10.54,00:04:12.64,15032,15158,take,0,parsley,178,['parsley'],[178],"[344207,344208,344209,344210,344788,344789,344790,344791]"
P28,P28_06,put parsley in tray,00:04:13.42,00:04:19.77,15205,15586,put,1,parsley,178,"['parsley', 'tray']","[178, 63]","[344212,344213,344214,344215,344216,344217,344218,344219,344220,344221,344222,344223,344224,344793,344794,344795,344796,344797,344798,344799,344800,344801,344802,344803,344804,344805]"
P28,P28_06,clean hands,00:04:22.61,00:04:37.99,15756,16679,clean,4,hand,12,['hand'],[12],[]
P28,P28_06,take chopping board,00:04:38.50,00:04:40.06,16710,16803,take,0,board:chopping,19,['board:chopping'],[19],"[344228,344229]"
P28,P28_06,put down chopping board,00:04:40.33,00:04:41.43,16819,16885,put-down,1,board:chopping,19,['board:chopping'],[19],"[344230,344231]"
P28,P28_06,gather parsley,00:04:42.17,00:04:44.61,16930,17076,gather,66,parsley,178,['parsley'],[178],"[343374,343375,343376,343505,343506,343507,344234,344235,344236,344237,344238]"
P28,P28_06,take parsley,00:04:43.94,00:04:45.84,17036,17150,take,0,parsley,178,['parsley'],[178],"[343375,343376,343377,343378,343506,343507,343508,343509,344237,344238,344239,344240]"
P28,P28_06,put parsley in food container,00:04:45.94,00:04:48.20,17156,17292,put,1,container:food,29,['container:food'],[29],"[343379,343380,343381,343382,343383,343510,343511,343512,343513,343514,344241,344242,344243,344244,344245]"
P28,P28_06,gather parsley,00:04:48.30,00:04:53.83,17298,17629,gather,66,parsley,178,['parsley'],[178],"[343384,343385,343386,343387,343515,343516,343517,343518,344246,344247,344248,344249,344250,344251,344252,344253,344254,344255,344256]"
P28,P28_06,take parsley,00:04:53.93,00:04:55.71,17635,17742,take,0,parsley,178,['parsley'],[178],"[343388,343389,343390,343391,343519,343520,343521,343522,344257,344258,344259,344260]"
P28,P28_06,put parsley in food container,00:04:55.70,00:05:00.07,17742,18004,put,1,container:food,29,['container:food'],[29],"[343327,343328,343329,343330,343331,343332,343392,343393,343394,343395,343396,343397,343398,343399,343400,343523,343524,343525,343526,343527,343528,343529,343530,343531,344261,344262,344263,344264,344265,344266,344267,344268,344269,344569,344570,344571]"
P28,P28_06,take chopping board,00:05:00.17,00:05:01.49,18010,18089,take,0,board:chopping,19,['board:chopping'],[19],"[343333,343334,343401,343402,343532,343533,344270,344271,344572,344573]"
P28,P28_06,turn on tap,00:05:01.59,00:05:03.08,18095,18184,turn-on,12,tap,3,['tap'],[3],"[343336,343337,343338,344575,344576,344577]"
P28,P28_06,rinse chopping board,00:05:03.40,00:05:07.60,18204,18456,rinse,4,board:chopping,19,['board:chopping'],[19],"[343339,343340,343341,343342,343343,343344,343345,343346,343347,344578,344579]"
P28,P28_06,turn off tap,00:05:18.27,00:05:19.11,19096,19146,turn-off,15,tap,3,['tap'],[3],"[344586,344587]"
P28,P28_06,take lid,00:05:25.53,00:05:26.34,19531,19580,take,0,lid,11,['lid'],[11],"[343406,343407,343537,343538,343714,343715]"
P28,P28_06,put lid in food container,00:05:26.44,00:05:29.61,19586,19776,put,1,lid,11,"['lid', 'container:food']","[11, 29]","[343408,343409,343410,343411,343412,343413,343414,343539,343540,343541,343542,343543,343544,343545,343716,343717,343718,343719,343720,343721,343722]"
P28,P28_06,seal food container,00:05:28.16,00:05:31.81,19689,19908,seal,28,container:food,29,['container:food'],[29],"[343412,343413,343414,343415,343416,343417,343418,343543,343544,343545,343546,343547,343548,343549,343720,343721,343722,343723,343724]"
P28,P28_06,move dish,00:05:31.40,00:05:33.48,19884,20008,move,9,dish,4,['dish'],[4],"[343418,343419,343420,343549,343550,343551,343584,343585]"
P28,P28_06,open fridge,00:05:35.27,00:05:36.96,20116,20217,open,2,fridge,10,['fridge'],[10],"[343555,343556,343557,343590,343591,343592]"
P28,P28_06,put food container in fridge,00:05:36.67,00:05:38.06,20200,20283,put,1,container:food,29,"['container:food', 'fridge']","[29, 10]","[343558,343559,343560,343593,343594,343595]"
P28,P28_06,close fridge,00:05:38.01,00:05:39.16,20280,20349,close,3,fridge,10,['fridge'],[10],"[343560,343561,343562,343595,343596,343597]"
P28,P28_06,open cupboard,00:05:42.34,00:05:43.31,20540,20598,open,2,cupboard,8,['cupboard'],[8],"[343437,343438,344622,344623]"
P28,P28_06,take out tin,00:05:44.39,00:05:45.76,20663,20745,take-out,10,tin,87,['tin'],[87],"[343757,343758,344626,344627,344628]"
P28,P28_06,take out oil,00:05:47.40,00:05:48.69,20844,20921,take-out,10,oil,24,['oil'],[24],"[343762,343763,343764]"
P28,P28_06,take out salt,00:05:54.44,00:05:55.14,21266,21308,take-out,10,salt,31,['salt'],[31],"[344411,344412]"
P28,P28_06,take out something,00:05:55.09,00:05:55.92,21305,21355,take-out,10,salt,31,['salt'],[31],[344413]
P28,P28_06,open lid,00:05:58.07,00:06:01.59,21484,21695,open,2,lid,11,['lid'],[11],"[343959,343960,343961,343962,343963,343964,343965]"
P28,P28_06,take out paprika,00:05:58.30,00:05:59.36,21498,21561,take-out,10,paprika,231,['paprika'],[231],"[343959,343960]"
P28,P28_06,check paprika,00:06:01.58,00:06:02.73,21694,21763,check,20,paprika,231,['paprika'],[231],"[343966,343967]"
P28,P28_06,close lid,00:06:02.59,00:06:04.24,21755,21854,close,3,lid,11,['lid'],[11],"[343968,343969,345014,345015]"
P28,P28_06,take turmeric,00:06:05.90,00:06:09.33,21954,22159,take,0,turmeric,227,['turmeric'],[227],"[344381,344382,344383,345019,345020,345021,345022,345023,345024,345025]"
P28,P28_06,put down turmeric,00:06:09.45,00:06:10.12,22167,22207,put-down,1,turmeric,227,['turmeric'],[227],"[344384,344385,345026,345027]"
P28,P28_06,remove plastic from turmeric,00:06:09.91,00:06:15.15,22194,22509,remove,10,plastic,77,"['plastic', 'turmeric']","[77, 227]","[344385,344386,344387,344388,344389,344390,344391,344392,344393,344394,344395,345027,345028,345029,345030,345031,345032,345033,345034,345035,345036,345037]"
P28,P28_06,put down turmeric,00:06:15.08,00:06:15.71,22504,22542,put-down,1,turmeric,227,['turmeric'],[227],"[344396,345038]"
P28,P28_06,throw plastic,00:06:18.49,00:06:19.16,22709,22749,throw,8,plastic,77,['plastic'],[77],"[344402,344403]"
P28,P28_06,open tin,00:06:23.79,00:06:30.33,23027,23419,open,2,tin,87,['tin'],[87],"[343725,343726,343727,343728,343729,343730,344636,344637,344638,344639,344640,344641,344642,344643,344644,344645,344646,344647,344648,344809]"
P28,P28_06,put down lid,00:06:30.18,00:06:32.09,23410,23525,put-down,1,lid,11,['lid'],[11],"[343731,343732,343733,343734,344448,344449,344450,344451,344649,344650,344810,344811,344812]"
P28,P28_06,put sauce in tray,00:06:32.58,00:06:37.17,23554,23830,put,1,sauce,41,['sauce'],[41],"[343736,344453,344454,344455,344456,344457,344458,344459,344460,344461,344590,344591,344592,344593,344651,344652,344653,344814,344815,344816,344817,344818,344819,344820,344821,344822]"
P28,P28_06,turn on tap,00:06:38.23,00:06:39.56,23893,23973,turn-on,12,tap,3,['tap'],[3],"[344596,344597,344598,344656,344657,344658]"
P28,P28_06,fill tin with water,00:06:38.75,00:06:42.43,23925,24145,fill,24,tin,87,"['tin', 'water']","[87, 17]","[344597,344598,344599,344600,344601,344657,344658,344659,344660,344661,344662,344663,344825,344826,344827]"
P28,P28_06,empty water in tray,00:06:43.96,00:06:46.21,24237,24372,empty,18,water,17,['water'],[17],"[344667,344668,344831,344832,344833,344834,344835]"
P28,P28_06,fill tin with water,00:06:47.99,00:06:50.73,24479,24643,fill,24,tin,87,"['tin', 'water']","[87, 17]","[344672,344673,344674,344675,344676,344677,344838,344839,344840]"
P28,P28_06,empty water in tray,00:06:52.17,00:06:54.75,24730,24885,empty,18,water,17,['water'],[17],"[344844,344845,344846,344847,344848]"
P28,P28_06,take lid and tin,00:07:04.11,00:07:06.70,25446,25602,take,0,lid,11,"['lid', 'tin']","[11, 87]","[343743,343744,343745,343746,343747,344686,344687,344688,344689,344690,344856,344857,344858,344859]"
P28,P28_06,empty water in tray,00:07:04.46,00:07:05.03,25467,25501,empty,18,water,17,['water'],[17],"[343743,343744,344686,344687,344856,344857]"
P28,P28_06,fill tin with water,00:07:04.72,00:07:05.45,25483,25527,fill,24,tin,87,"['tin', 'water']","[87, 17]","[343744,344687,344857]"
P28,P28_06,throw lid and tin,00:07:07.30,00:07:10.30,25638,25818,throw,8,lid,11,"['lid', 'tin']","[11, 87]","[343749,343750,343751,343752,343753,343754,344692,344693,344694,344695,344696,344697]"
P28,P28_06,open drawer,00:07:12.77,00:07:14.31,25966,26058,open,2,drawer,9,['drawer'],[9],"[343471,343472,343473,344487,344488,344489]"
P28,P28_06,take spoon,00:07:14.16,00:07:15.34,26049,26120,take,0,spoon,7,['spoon'],[7],"[343474,343475,344490,344491,345120]"
P28,P28_06,close drawer,00:07:15.40,00:07:16.00,26124,26160,close,3,drawer,9,['drawer'],[9],"[343476,344492,345121]"
P28,P28_06,mix vegetables,00:07:17.63,00:07:31.18,26257,27070,mix,6,vegetable,90,['vegetable'],[90],"[345126,345127,345128,345129,345130,345131,345132,345133,345134,345135,345136,345137,345138,345139,345140,345141,345142,345143,345144,345145,345146,345147,345148,345149,345150,345151,345152]"
P28,P28_06,continue mixing vegetables,00:07:24.42,00:07:38.61,26665,27516,mix,6,vegetable,90,['vegetable'],[90],"[345139,345140,345141,345142,345143,345144,345145,345146,345147,345148,345149,345150,345151,345152,345153,345154,345155,345156,345157,345158,345159,345160,345161,345162,345163,345164,345165,345166,345167]"
P28,P28_06,continue mixing vegetables,00:07:42.48,00:08:02.54,27748,28952,mix,6,vegetable,90,['vegetable'],[90],"[344494,344495,344496,344497,344498,344499,344500,345174,345175,345176,345177,345178,345179,345180,345181,345182,345183,345184,345185,345186,345187,345188,345189,345190,345191,345192,345193,345194,345195,345196,345197,345198,345199,345200,345201,345202,345203,345204,345205,345206,345207,345208,345209,345210,345211,345212,345213,345214]"
P28,P28_06,put down spoon,00:08:02.15,00:08:03.23,28929,28993,put-down,1,spoon,7,['spoon'],[7],"[344500,344501,345214,345215]"
P28,P28_06,put oil in tray,00:08:23.00,00:08:27.50,30180,30450,put,1,oil,24,"['oil', 'tray']","[24, 63]","[343773,343774,343775,343776,343777,343778,343779,343780,343781,344415,344866,344867,344868,344869,344870,344871,344872,344873,344874]"
P28,P28_06,close cap,00:08:27.74,00:08:28.97,30464,30538,close,3,cap,164,['cap'],[164],"[343783,343784,344417,344418,344876]"
P28,P28_06,put down oil,00:08:29.06,00:08:29.99,30543,30599,put-down,1,oil,24,['oil'],[24],"[343786,344420,344877]"
P28,P28_06,take oil,00:08:29.67,00:08:30.60,30580,30636,take,0,oil,24,['oil'],[24],"[343787,343788,344421,344422,344878,344879]"
P28,P28_06,take salt,00:08:29.87,00:08:30.62,30592,30637,take,0,salt,31,['salt'],[31],"[343787,343788,344421,344422,344878,344879]"
P28,P28_06,open salt,00:08:30.70,00:08:31.94,30642,30716,open,2,salt,31,['salt'],[31],"[343789,343790,344423,344424,344880,344881]"
P28,P28_06,open oil,00:08:31.28,00:08:32.25,30676,30735,open,2,oil,24,['oil'],[24],"[343790,343791,344424,344425,344881,344882]"
P28,P28_06,put salt in tray,00:08:32.51,00:08:41.69,30750,31301,put,1,salt,31,['salt'],[31],"[343792,343793,344426,344427,344428,344429,344430,344431,344432,344433,344434,344435,344436,344437,344438,344439,344440,344441,344442,344443,344444,344883,344884,344885,344886,344887,344888,344889,344890,344891,344892,344893,344894,344895,344896,344897,344898,344899,344900,344901]"
P28,P28_06,put down salt,00:08:41.71,00:08:42.43,31302,31345,put-down,1,salt,31,['salt'],[31],"[344445,344902]"
P28,P28_06,put down black pepper,00:09:05.83,00:09:06.43,32749,32785,put-down,1,pepper:black,46,['pepper:black'],[46],"[343973,344337,344907]"
